Engine rpm,Lub oil pressure,Fuel pressure,Coolant pressure,lub oil temp,Coolant temp,Engine Condition
2274.848610493379,23.5058665463318,29.2438809031438,4.2467820952496735,86.41730869538723,76.88416147291036,0
2090.707432311335,23.411804552704147,19.425376581444958,4.583513191803712,87.66189747528126,89.79512155905286,0
1530.1974316625758,26.016272325508194,22.463741591633422,5.418868726981866,70.97652669939903,66.52343881646054,0
847.098861164586,27.631602991307503,27.250729797791593,3.3782069634348835,72.32823062130078,81.4797249055417,0
717.0108121456446,28.39595997955033,20.50655158062145,4.0793679033030115,91.10022780187123,81.69607892674168,0
1697.6298199036082,32.510209138802225,17.576349902401937,3.796021557363148,74.00695777978213,63.82156667427941,0
1132.2178154986418,25.936058559498107,27.565768358137085,3.7253296046712574,77.71108261703628,68.89763220695625,1
2110.9109146925193,25.022850647026395,30.703761760616413,5.954891388001678,74.72496360934568,70.86012782884718,0
1257.9520167062044,26.504318706090608,20.108704577942927,3.744655602132938,88.02979880816261,73.383012093763,1
1071.1443474657187,24.992845804384135,31.145184327568955,3.046777203223905,75.06744018732024,84.2521076416729,1
2195.1101916932575,27.45873294898483,22.21374603631075,1.2435700457152907,73.99027775060078,74.51490343066826,0
1594.0322892685867,22.31924426220335,21.41437549128912,3.7119390456486645,70.2532815066017,73.52248556904537,0
677.9587958633834,28.99887968028144,29.396854454194923,6.661069489403734,74.27649293875693,92.46351028053161,0
2385.75050605835,26.909935942873105,18.106797231194573,6.999710722213681,82.34932965626274,96.28094802038409,1
1517.178585731523,21.501592120442975,20.586081179133103,3.9037659432929566,71.13369895319445,79.21670589689796,1
757.0027919635465,21.75062637296368,24.459806460348226,2.158665567412568,71.04802886606667,67.58215196723657,1
1507.6050999776362,34.021087834410636,17.280767995967,1.9387123041272103,71.65883076568244,63.74757415678705,1
611.8260222546896,21.501110178971704,29.144820080483107,5.412552829276468,73.49989264614234,84.9845482594154,1
2042.8648173739248,22.216757019150677,20.889413529443516,2.8340907437029705,92.35651829738012,79.57434261645842,0
2208.0946679063536,25.89475412423336,32.63921730766488,6.430267625139877,70.4615186224216,69.60162665343519,0
607.3018288901417,22.516968407189452,20.93006723093397,1.798713825653059,73.75176114999813,65.75354095013081,1
1815.436206696198,24.37418645457825,17.958565016082094,5.1517346730025295,71.19171762935112,100.96900492467651,1
631.8725394885496,28.34524158265958,18.108266440983197,3.5805004426666858,78.9386555533248,76.54752247931016,0
2145.879361215788,33.20302602840732,29.80997188748961,1.6340530887997486,77.80223784507228,97.0819349312749,0
635.3936878112869,25.909704122110732,28.580811142272104,8.189388453416008,73.20345513828758,88.73674846780649,0
874.4038897595724,23.255769266849352,21.796946624455938,1.2377242583559214,75.21066329997942,70.56165492740334,1
2020.029499239667,25.255507993148218,24.585484487883903,2.8941061508785406,80.11116379633751,73.12530657887655,0
1154.7642800861727,32.26179914629478,27.680433975803297,6.044714617443979,85.55058613126157,72.82921472012744,1
1529.0706415303398,21.674608391848334,16.7957180988505,3.341915290222061,71.64009108853377,78.45097878930163,0
1846.433145053482,32.26315617343645,16.904932399023448,3.1496650487484676,77.2003426150117,67.49053297002494,1
1185.922034866543,26.805818890486236,21.52718108639909,6.92893934680556,76.0583553698521,75.81752081973225,1
845.021000652067,25.030794410724738,19.18126834327215,2.670741471837081,73.74603223229894,65.2931361251625,0
592.949040734099,31.425496454425257,22.720409538809758,2.204941029809798,77.43780079642103,66.41162194123282,1
701.7356954168602,21.674791844086325,20.27878633090681,1.780927820682521,70.87513260609155,66.92075672831933,0
691.0039299012296,22.75308078231532,15.419547722551505,3.2716302024251562,73.07177266331826,61.97763600321459,0
975.1359022705551,29.106488775268087,15.102071127419393,4.205744901249512,80.14199415229713,62.024315561611104,0
711.8399061959382,21.58893822637367,20.543101781375434,4.689249282674929,97.0479739071588,67.85176484149822,0
816.2113223100401,22.64367117182706,25.518080439997075,1.0673639051495116,71.78086227610652,74.54490681115578,1
1247.2604836135763,21.069333081548372,26.62327971807741,1.13105209089787,84.19954472011058,63.57503981561878,1
1825.705021713592,35.32559862566284,26.233040735379895,7.388996231181706,86.4345494399663,65.0790098047246,0
974.1343861166096,26.493301870991992,16.55463186102638,6.272896287887654,71.59919730135545,61.99934798566398,1
852.4709861726587,25.62330955424985,17.387000708911124,2.488686144125267,96.10593002822682,62.24576575503311,0
1049.2265908576035,24.531795041605136,33.686599665311384,2.028854855387038,82.36000622620891,86.63083181013076,1
583.150880698075,30.31759542007407,20.410968421145427,1.3293432417509563,74.56950926261524,81.46008721011461,1
568.8690280030914,20.047932501229013,23.937886447590436,2.9597793547870155,81.12031852089936,70.06552599899783,1
675.2853881576634,21.5704606666829,23.922063339120122,2.851003513432196,77.77145025177366,73.05822620716316,1
833.224036671718,21.484497224209377,25.258743426145195,1.5002916032815992,74.37667953298765,75.96417648111988,1
598.8352225993996,32.84811364162893,20.493257803080372,6.735931169166902,90.9076816009192,93.99628451210111,0
